Theorem,Statement,Proof,References
12.22 (b),"If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$","Comparison of (5) and (6) shows that $\Phi \hat{T}=T$. Thus $\Phi$ is an extension of the inverse of the Gelfand transform.  It is clear that $\Phi$ is linear.  Part of the Gelfand-Naimark theorem states that $T$ is selfadjoint if and only if $\hat{T}$ is real-valued. For such $T$,  $$ \int_{\Delta} \hat{T} d \mu_{x, y}=(T x, y)=(x, T y)=\overline{(T y, x)}=\overline{\int_{\Delta} \hat{T} d \mu_{y, x}} $$  and this implies that $\mu_{y, x}=\overline{\mu_{x, y}}$. Hence  $$ ((\Phi \bar{f}) x, y)=\int_{\Delta} \bar{f} d \mu_{x, y}=\overline{\int_{\Delta} f d \mu_{y, x}}=\overline{((\Phi f) y, x)}=(x,(\Phi f) y) $$  for all $x, y \in H$, so that  $$ \Phi \bar{f}=(\Phi f)^{*} $$",
12.22 (c),"If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.","Part $(c)$ is now clear because every $f \in L^{\infty}(E)$ is a uniform limit of simple functions (i.e., of functions with only finitely many values).",
12.22 (d),"If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.","Suppose next that $\omega$ is open and $E(\omega)=0$. If $T \in A$ and $\hat{T}$ has its support in $\omega$, (1) implies that $T=0$; hence $\hat{T}=0$. Since $\hat{A}=C(\Delta)$. Urysohn's lemma implies now that $\omega=\varnothing$. This proves $(d)$.",
12.22 (e),"If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.","To prove (e), choose $S \in \mathscr{B}(H), x \in H, y \in H$, and put $z=S^{*} y$. For any $T \in A$ and any Borel set $\omega \subset \Delta$ we then have  $$ \begin{aligned} (S T x, y) & =(T x, z)=\int_{\Delta} \hat{T} d E_{x, z}, \\ (T S x, y) & =\int_{\Delta} \hat{T} d E_{S x, y}, \\ (S E(\omega) x, y) & =(E(\omega) x, z)=E_{x, z}(\omega), \\ (E(\omega) S x, y) & =E_{S x, y}(\omega) . \end{aligned} $$  If $S T=T S$ for every $T \in A$, the measures in (10) and (11) are equal, so that $S E(\omega)=E(\omega) S$. The same argument establishes the converse. This completes the proof.",
12.23,"If $T \in \mathscr{B}(H)$ and $T$ is normal, then there exists a unique resolution of the identity $E$ on the Borel subsets of $\sigma(T)$ which satisfies

$$
T=\int_{\sigma(T)} \lambda d E(\lambda)
$$

Furthermore, every projection $E(\omega)$ commutes with every $S \in \mathscr{B}(H)$ which commutes with $T$.","Let $A$ be the smallest closed subalgebra of $\mathscr{B}(H)$ that contains $I, T$, and $T^{*}$. Since $T$ is normal, Theorem 12.22 applies to $A$. By Theorem 11.19, the maximal ideal space of $A$ can be identified with $\sigma(T)$ in such a way that $\hat{T} \lambda)=\lambda$ for every $\lambda \in \sigma(T)$. The existence of $E$ follows now from Theorem 12.22.  On the other hand, if $E$ exists so that (1) holds, Theorem 12.21 shows that  $$ p\left(T, T^{*}\right)=\int_{\sigma(T)} p(\lambda, \bar{\lambda}) d E(\lambda) $$  where $p$ is any polynomial in two variables (with complex coefficients). By the Stone-Weierstrass theorem, these polynomials are dense in $C(\sigma(T))$. The projections $E(\omega)$ are therefore uniquely determined by the integrals (2), hence by $T$, just as in the uniqueness proof in Theorem 12.22.  If $S T=T S$, then also $S T^{*}=T^{*} S$, by Theorem 12.16; hence $S$ commutes with every member of $A$. By $(e)$ of Theorem 12.22, $S E(\omega)=E(\omega) S$ for every Borel set $\omega \subset \sigma(T)$.","If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then there exists a unique resolution $E$ of the identity on the Borel subsets of $\Delta$ which satisfies

$$
T=\int_{\Delta} \hat{T} d E
$$

for every $T \in A$, where $\hat{T}$ is the Gelfand transform of $T$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.; ; If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then there exists a unique resolution $E$ of the identity on the Borel subsets of $\Delta$ which satisfies

$$
T=\int_{\Delta} \hat{T} d E
$$

for every $T \in A$, where $\hat{T}$ is the Gelfand transform of $T$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.; ; If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then there exists a unique resolution $E$ of the identity on the Borel subsets of $\Delta$ which satisfies

$$
T=\int_{\Delta} \hat{T} d E
$$

for every $T \in A$, where $\hat{T}$ is the Gelfand transform of $T$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.; (Fuglede-Putnam-Rosenblum) Assume that $M, N$, $T \in \mathscr{B}(H), M$ and $N$ are normal, and

$$
M T=T N .
$$

Then $M^{*} T=T N^{*$; If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then there exists a unique resolution $E$ of the identity on the Borel subsets of $\Delta$ which satisfies

$$
T=\int_{\Delta} \hat{T} d E
$$

for every $T \in A$, where $\hat{T}$ is the Gelfand transform of $T$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.;  ;  ; "
12.25,"If $T \in \mathscr{B}(H)$ is normal, then

$$
\|T\|=\sup \{|(T x, x)|: x \in H,\|x\| \leq 1\} .
$$","Choose $\varepsilon>0$. It is clearly enough to show that  $$ \left|\left(T x_{0}, x_{0}\right)\right|>\|T\| - \varepsilon $$  for some $x_{0} \in H$ with $\left\|x_{0}\right\|=1$.  Since $\|T\|=\|\widehat{T}\|_{\infty}=\rho(T)$ (Theorem 11.18), there exists $\lambda_{0} \in$ $\sigma(T)$ such that $\left|\lambda_{0}\right|=\|T\|$. Let $\omega$ be the set of all $\lambda \in \sigma(T)$ for which $\left|\lambda-\lambda_{0}\right|<\varepsilon$. If $E$ is the spectral decomposition of $T$, then $(d)$ of Theorem 12.22 implies that $E(\omega) \neq 0$. Therefore there exists $x_{0} \in H$ with $\left\|x_{0}\right\|=1$ and $E(\omega) x_{0}=x_{0}$.  Define $f(\lambda)=\lambda-\lambda_{0}$ for $\lambda \in \omega$; put $f(\lambda)=0$ for all other $\lambda \in \sigma(T)$. Then  $$ f(T)=\left(T-\lambda_{0} I\right) E(\omega) $$  so that  $$ f(T) x_{0}=T x_{0}-\lambda_{0} x_{0} $$  Hence  $$ \left|\left(T x_{0}, x_{0}\right)-\lambda_{0}\right|=\left|\left(f(T) x_{0}, x_{0}\right)\right| \leq\|f(T)\| \leq \varepsilon $$  since $|f(\lambda)|<\varepsilon$ for all $\lambda \in \sigma(T)$. This implies (1), because $\left|\lambda_{0}\right|=\|T\|$.","; If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then there exists a unique resolution $E$ of the identity on the Borel subsets of $\Delta$ which satisfies

$$
T=\int_{\Delta} \hat{T} d E
$$

for every $T \in A$, where $\hat{T}$ is the Gelfand transform of $T$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.;  ;  ; "
12.26,"A normal $T \in \mathscr{B}(H)$ is

(a) self-adjoint if and only if $\sigma(T)$ lies in the real axis,

(b) unitary if and only if $\sigma(T)$ lies on the unit circle.","Choose $A$ as in the proof of Theorem 12.23. Then $\hat{T}(\lambda)=\lambda$ and $\left(T^{*}\right)^{\wedge}(\lambda)=\bar{\lambda}$ on $\sigma(T)$. Hence $T=T^{*}$ if and only if $\lambda=\bar{\lambda}$ on $\sigma(T)$, and $T T^{*}=I$ if and only if $\lambda \bar{\lambda}=1$ on $\sigma(T)$.","If $T \in \mathscr{B}(H)$ and $T$ is normal, then there exists a unique resolution of the identity $E$ on the Borel subsets of $\sigma(T)$ which satisfies

$$
T=\int_{\sigma(T)} \lambda d E(\lambda)
$$

Furthermore, every projection $E(\omega)$ commutes with every $S \in \mathscr{B}(H)$ which commutes with $T$.;  ;  ; "
12.28,"Suppose $T \in \mathscr{B}(H)$ is normal and $E$ is its spectral decomposition. If $f \in C(\sigma(T))$ and if $\omega_{0}=f^{-1}(0)$, then

$$
\mathscr{N}(f(T))=\mathscr{R}\left(E\left(\omega_{0}\right)\right)
$$","Put $g(\lambda)=1$ on $\omega_{0}, g(\lambda)=0$ at all other points of $\sigma(T)$. Then $f g=0$, so that $f(T) g(T)=0$. Since $g(T)=E\left(\omega_{0}\right)$, it follows that  $$ \mathscr{R}\left(E\left(\omega_{0}\right)\right) \subset \mathscr{N}(f(T)) $$  For each positive integer $n$, let $\omega_{n}$ be the set of all $\lambda \in \sigma(T)$ where $1 / n \leq|f(\lambda)|<1 /(n-1)$. The complement $\tilde{\omega}$ of $\omega_{0}$, relative to $\sigma(T)$, is then the union of the disjoint Borel sets $\omega_{n}$. Define  $$ f_{n}(\lambda)= \begin{cases}1 / f(\lambda) & \text { on } \omega_{n} \\ 0 & \text { elsewhere on } \sigma(T)\end{cases} $$  Each $f_{n}$ is a bounded Borel function on $\sigma(T)$, and  $$ f_{n}(T) f(T)=E\left(\omega_{n}\right) \quad(n=1,2,3, \ldots) $$  If $f(T) x=0$, it follows that $E\left(\omega_{n}\right) x=0$. The countable additivity of the mapping $\omega \rightarrow E(\omega) x$ (Proposition 12.18) shows therefore that $E(\tilde{\omega}) x=0$. But $E(\tilde{\omega})+E\left(\omega_{0}\right)=I$. Hence $E\left(\omega_{0}\right) x=x$. We have now proved that  $$ \mathscr{N}(f(T)) \subset \mathscr{R}\left(E\left(\omega_{0}\right)\right) $$  and (1) follows from (2) and (5).",
12.29 (a),"Suppose $E$ is the spectral decomposition of a normal $T \in \mathscr{B}(H), \lambda_{0} \in \sigma(T)$, and $E_{0}=E\left(\left\{\lambda_{0}\right\}\right)$. Then $\mathscr{N}\left(T-\lambda_{0} I\right)=\mathscr{R}\left(E_{0}\right)$","Part $(a)$ is an immediate corollary of Theorem 12.28, with $f(\lambda)=\lambda-\lambda_{0}$.","Suppose $T \in \mathscr{B}(H)$ is normal and $E$ is its spectral decomposition. If $f \in C(\sigma(T))$ and if $\omega_{0}=f^{-1}(0)$, then

$$
\mathscr{N}(f(T))=\mathscr{R}\left(E\left(\omega_{0}\right)\right)
$$;  ;  ; "
12.29 (b),"Suppose $E$ is the spectral decomposition of a normal $T \in \mathscr{B}(H), \lambda_{0} \in \sigma(T)$, and $E_{0}=E\left(\left\{\lambda_{0}\right\}\right)$. Then $\lambda_{0}$ is an eigenvalue of $T$ if and only if $E_{0} \neq 0$",It is clear that $(b)$ follows from $(a)$.,
12.29 (c),"Suppose $E$ is the spectral decomposition of a normal $T \in \mathscr{B}(H), \lambda_{0} \in \sigma(T)$, and $E_{0}=E\left(\left\{\lambda_{0}\right\}\right)$. Then every isolated point of $\sigma(T)$ is an eigenvalue of $T$","If $\lambda_{0}$ is an isolated point of $\sigma(T)$, then $\left\{\lambda_{0}\right\}$ is a nonempty open subset of $\sigma(T)$; hence $E_{0} \neq 0$, by $(d)$ of Theorem 12.22. Therefore (c) follows from $(b)$.","If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then there exists a unique resolution $E$ of the identity on the Borel subsets of $\Delta$ which satisfies

$$
T=\int_{\Delta} \hat{T} d E
$$

for every $T \in A$, where $\hat{T}$ is the Gelfand transform of $T$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then the inverse of the Gelfand transform (i.e., the map that takes $\hat{T}$ back to $T)$ extends to an isometric *-isomorphism $\Phi$ of the algebra $L^{\infty}(E)$ onto a closed subalgebra $B$ of $\mathscr{B}(H), B \supset A$, given by

$$
\Phi f=\int_{\Delta} f d E \quad\left(f \in L^{\infty}(E)\right)
$$

Explicitly, $\Phi$ is linear and multiplicative and satisfies

$$
\Phi \bar{f}=(\Phi f)^{*},\|\Phi f\|=\|f\|_{\infty} \quad\left(f \in L^{\infty}(E)\right)
$$;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then $B$ is the closure [in the norm topology of $\mathscr{B}(H)]$ of the set of all finite linear combinations of the projections $E(\omega)$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, and $\omega \subset \Delta$ is open and nonempty, then $E(\omega) \neq 0$.;If $A$ is a closed normal subalgebra of $\mathscr{B}(H)$ which contains the identity operator $I$ and if $\Delta$ is the maximal ideal space of $A$, then an operator $S \in \mathscr{B}(H)$ commutes with every $T \in A$ if and only if $S$ commutes with every projection $E(\omega)$.;  ;  ; "
