Chapter,Type,Type#,Formula#,Path,latex
10,10.35,Theorem,8,functional/10.35 Theorem_10_8.jpg," $\quad \frac{1}{2}\left\|x_{0}\right\| \leq\left\|x_{N}\right\| \leq \mu^{N}\left\|T^{N}\right\|\left\|x_{0}\right\| \quad(N=1,2,3, \ldots)$,"
6,1.27,and,6,functional/1.27 and part (b) of Theorem_6_6.jpg,"
\[
|x|=(x \cdot x)^{1 / 2}=\left(x_{1}^{2}+\cdots+x_{n}^{2}\right)^{1 / 2} \text {. }
\]"
6,6.26,Theorem,1,functional/6.26 Theorem_6_1.jpg,"$$
\[
\Lambda \phi=(-1)^{|\alpha|} \int_{\Omega} f(x)\left(D^{\alpha} \phi\right)(x) d x
\]"
6,6.4,Theorem,2,functional/6.4 Theorem_6_2.jpg,"$$
\[
\phi \in \phi_{i}+W_{i} \subset V_{i} \quad(i=1,2) .
\]"
6,6.21,Theorem,5,functional/6.21 Theorem_6_5.jpg,"$$
\[
\psi_{i} \phi \in \mathscr{D}\left(\omega_{i} \cap \omega\right) \quad(i=1,2,3, \ldots)
\]"
10,10.9,Theorem,8,functional/10.9 Theorem_10_8.jpg," $x y+y x \in N \quad$ if $x \in N, y \in A$."
13,13.36,Theorem,10,functional/13.36 Theorem_13_10.jpg,"$$
\[
\|T(t, \varepsilon)\| \leq C \exp \left\{\frac{\gamma t}{1-\varepsilon \gamma}\right\} \quad\left(0<\varepsilon<\varepsilon_{0}, t>0\right)
\]"
9,9.15,Theorem,3,functional/9.15 Theorem_9_3.jpg,"
\[
M=\int_{-\infty}^{\infty} x d \mu(x) \neq 0
\]"
3,3.13,Theorem,1,functional/3.13 Theorem_3_1.jpg,"
\[
|\Lambda x| \leq \gamma(x) \quad(x \in X, \Lambda \in K) .
\]"
12,12.39,Theorem,4,functional/12.39 Theorem_12_4.jpg,"
\[
\varphi(\hat{x})=F(x) \quad\left(x \in A_{1}\right) .
\]"
7,7.245,Theorem,8,functional/7.245 Theorem_7_8.jpg,"
\[
\int_{R^{n}}(1+|y|)^{p}|\hat{F}(y)| d m_{n}(y)<\infty
\]"
1,1.24,Theorem,7,functional/1.24 Theorem_1_7.jpg, $A(r) \subset A(r)+A(t-r) \subset A(t) \quad$ if $\quad r<t$.
13,13.32,Theorem,29,functional/13.32 Theorem_13_29.jpg,"$$
\[
Q_{n} S E(\omega)=E(\omega) S Q_{n} \quad(n=1,2,3, \ldots)
\]"
13,13.19,Theorem,6,functional/13.19 Theorem_13_6.jpg,"
\[
\mathscr{D}(U)=\mathscr{R}(T+i I)=H
\]"
6,6.30,Theorem,2,functional/6.30 Theorem_6_2.jpg,"
\[
\eta_{r}=r^{-1}\left(\tau_{0}-\tau_{r e}\right) \quad(r>0)
\]"
12,12.2,Theorem,3,functional/12.2 Theorem_12_3.jpg, $\quad\|y\| \leq\|\lambda x+y\| \quad$ for every $\lambda \in \mathbb{C}$
13,13.32,Theorem,15,functional/13.32 Theorem_13_15.jpg,"$$
\[
(M x, y)=\int \lambda d E_{x, y}(\lambda) \quad(x \in \mathscr{D}(M), y \in H)
\]"
13,13.38,Theorem,7,functional/13.38 Theorem_13_7.jpg,"
\[
a_{2 \varepsilon}-a_{\varepsilon}=\frac{\varepsilon}{2}\left(a_{\varepsilon}\right)^{2}
\]"
2,2.9,Theorem,9,functional/2.9 Theorem_2_9.jpg,"
\[
f^{-1}(V)=\pi\left(\Lambda^{-1}(V)\right)
\]"
7,7.6,Lemma,3,functional/7.6 Lemma_7_3.jpg,"
\[
y^{\prime}+x y=0,
\]"
12,12.40,Theorem,14,functional/12.40 Theorem_12_14.jpg," $\left\|T(x) a^{\prime}\right\|^{2}=G\left(x^{*} x\right) \leq F\left(a^{*} a\right)\|x\|^{2}=\left\|a^{\prime}\right\|^{2}\|x\|^{2}$,"
13,13.32,Theorem,17,functional/13.32 Theorem_13_17.jpg," $\quad E_{x, x}(\omega)=\|E(\omega) x\|^{2}=\sum_{i=1}^{\infty}\left\|E^{i}(\omega) P_{i} x\right\|^{2}=\sum_{i=1}^{\infty} E_{x_{i}, x_{i}}^{i}(\omega)$,"
12,12.2,Theorem,1,functional/12.2 Theorem_12_1.jpg,"
\[
|(x, y)| \leq\|x\|\|y\|
\]"
13,13.38,Theorem,5,functional/13.38 Theorem_13_5.jpg,"$$
\[
\|Q(t) x-x\|^{2}=\int_{\sigma(A)}\left|e^{t \lambda}-1\right|^{2} d E_{x, x}^{A}(\lambda) \rightarrow 0
\]"
13,13.19,Theorem,4,functional/13.19 Theorem_13_4.jpg,"
\[
\mathscr{R}\left(I+T^{2}\right)=H
\]"
1,1.24,Theorem,5,functional/1.24 Theorem_1_5.jpg,"
\[
d(x, y)=f(x-y) \quad(x \in X, y \in X) .
\]"
12,12.36,Theorem,1,functional/12.36 Theorem_12_1.jpg,"
\[
M=T N T^{-1} .
\]"
3,3.13,Theorem,3,functional/3.13 Theorem_3_3.jpg, $\quad W_{1}=\left\{\Lambda \in X^{*}:\left|\Lambda x_{i}-\Lambda_{0} x_{i}\right|<\delta\right.$ for $\left.1 \leq i \leq n\right\}$
12,12.16,Theorem,10,functional/12.16 Theorem_12_10.jpg, $\exp \left(\lambda M^{*}\right) T=T \exp \left(\lambda N^{*}\right) \quad(\lambda \in \mathscr{C})$
9,9.15,Theorem,1,functional/9.15 Theorem_9_1.jpg,"
\[
\mu_{a} \neq 0
\]"
13,13.36,Theorem,12,functional/13.36 Theorem_13_12.jpg," $T(t, \varepsilon) x-T(t, \delta) x=\int_{0}^{t} T(u, \varepsilon) T(t-u, \delta)(S(\varepsilon)-S(\delta)) A x d u$"
1,1.42,Theorem,8,functional/1.42 Theorem_1_8.jpg,"
\[
f_{n}(x)=\frac{1}{\delta_{n}} \int_{x-\delta_{n}}^{x} f_{n-1}(t) d t \quad(n=1,2,3, \ldots)
\]"
11,11.14,Definition,2,functional/11.14 Definition_11_2.jpg,"
\[
(\lambda x)^{*}=\bar{\lambda} x^{*} .
\]"
1,1.35,Theorem,2,functional/1.35 Theorem_1_2.jpg,"
\[
V=V\left(p_{1}, 2 n_{1}\right) \cap \cdots \cap V\left(p_{m}, 2 n_{m}\right) .
\]"
6,6.26,Theorem,3,functional/6.26 Theorem_6_3.jpg,"
\[
\psi(y)=\int_{Q(y)}(T \psi)(x) d x \quad\left(\psi \in \mathscr{D}_{Q}\right)
\]"
6,1.27,and,4,functional/1.27 and part (b) of Theorem_6_4.jpg,"
\[
\alpha \pm \beta=\left(\alpha_{1} \pm \beta_{1}, \ldots, \alpha_{n} \pm \beta_{n}\right) .
\]"
7,7.11,Definition,2,functional/7.11 Definition_7_2.jpg,"$$
\[
\int_{R^{n}}\left(1+|x|^{2}\right)^{-k} d \mu(x)<\infty
\]"
11,11.7,Theorem,1,functional/11.7 Theorem_11_1.jpg,"
\[
f_{1}(z) \phi_{1}(z)+\cdots+f_{k}(z) \phi_{k}(z)=1 \quad\left(z \in \bar{U}^{n}\right) .
\]"
8,8.1,Definition,3,functional/8.1 Definition_8_3.jpg,"
\[
u=E * v
\]"
12,12.21,Theorem,9,functional/12.21 Theorem_12_9.jpg," $\quad(\Psi(s) x, y)=\sum_{i=1}^{n} \alpha_{i}\left(E\left(\omega_{i}\right) x, y\right)=\sum_{i=1}^{n} \alpha_{i} E_{x, y}\left(\omega_{i}\right)=\int_{\Omega} s d E_{x, y}$."
11,11.28,Theorem,2,functional/11.28 Theorem_11_2.jpg,"
\[
\sigma(\alpha e-u) \subset[0, \alpha]
\]"
7,7.22,Theorem,4,functional/7.22 Theorem_7_4.jpg,"
\[
\phi(t)=\int_{R^{n}} f(x) e^{i t \cdot x} d m_{n}(x) \quad\left(t \in R^{n}\right)
\]"
13,13.23,and,18,functional/13.23 and Theorem_13_18.jpg,"
\[
\Psi(f)+\Psi(g) \subset \Psi(f+g) .
\]"
13,13.1,Definition,2,functional/13.1 Definition_13_2.jpg,"
\[
x \rightarrow(T x, y)
\]"
8,8.5,Theorem,6,functional/8.5 Theorem_8_6.jpg,"
\[
\left\|(I-\Delta)^{n}\left(e_{-r w} \psi_{j}\right)\right\|_{2}<\varepsilon \quad\left(j>j_{0}, w \in T^{n}\right)
\]"
8,8.5,Theorem,7,functional/8.5 Theorem_8_7.jpg,"
\[
\int_{R^{n}}\left|\left(1+|t|^{2}\right)^{n} \hat{\psi}_{j}(t+r w)\right|^{2} d m_{n}(t)<\varepsilon^{2}
\]"
13,13.1,Definition,3,functional/13.1 Definition_13_3.jpg,"
\[
(T x, y)=\left(x, T^{*} y\right) \quad[x \in \mathscr{D}(T)] .
\]"
7,7.22,Theorem,5,functional/7.22 Theorem_7_5.jpg," $\int_{-\infty}^{\infty} f\left(\xi+i \eta, z_{2}, \ldots, z_{n}\right) \exp \left\{i\left[t_{1}(\xi+i \eta)+t_{2} z_{2}+\cdots+t_{n} z_{n}\right]\right\} d \xi$"
11,11.17,Definition,1,functional/11.17 Definition_11_1.jpg,"
\[
\left\|x x^{*}\right\|=\|x\|^{2}
\]"
11,11.28,Theorem,3,functional/11.28 Theorem_11_3.jpg,"
\[
\|\gamma e-w\| \leq y .
\]"
12,12.21,Theorem,8,functional/12.21 Theorem_12_8.jpg,"
\[
\Psi(\alpha s+\beta t)=\alpha \Psi(s)+\beta \Psi(t)
\]"
7,7.11,Definition,3,functional/7.11 Definition_7_3.jpg,"
\[
\Lambda f=\int_{R^{n}} f d \mu
\]"
8,8.1,Definition,2,functional/8.1 Definition_8_2.jpg,"
\[
P(D) E=\delta \text {. }
\]"
6,1.27,and,5,functional/1.27 and part (b) of Theorem_6_5.jpg,"$$
\[
x \cdot y=x_{1} y_{1}+\cdots+x_{n} y_{n},
\]"
13,13.12,Theorem,6,functional/13.12 Theorem_13_6.jpg,"
\[
(B h, h)=(B Q x, Q x)=(x, Q x) \geq 0,
\]"
1,1.35,Theorem,3,functional/1.35 Theorem_1_3.jpg,"
\[
\left\{x: p_{i}(x)<\frac{r}{c_{i}-r}\right\}
\]"
6,6.26,Theorem,2,functional/6.26 Theorem_6_2.jpg,"$$
\[
|\psi| \leq \max _{x \in Q}\left|\left(D_{i} \psi\right)(x)\right| \quad\left(\psi \in \mathscr{D}_{Q}\right)
\]"
6,6.4,Theorem,1,functional/6.4 Theorem_6_1.jpg,"
\[
\phi+W \subset V_{1} \cap V_{2}
\]"
11,11.14,Definition,3,functional/11.14 Definition_11_3.jpg,"
\[
(x y)^{*}=y^{*} x^{*} .
\]"
13,13.36,Theorem,13,functional/13.36 Theorem_13_13.jpg,"
\[
Q(t) x=\lim _{\varepsilon \rightarrow 0} T(t, \varepsilon) x
\]"
3,3.13,Theorem,2,functional/3.13 Theorem_3_2.jpg,"
\[
|f(x)| \leq \gamma(x) \quad(x \in X) .
\]"
10,10.1,Definition,10,functional/10.1 Definition_10_10.jpg,"
\[
x_{n} y \rightarrow x y \quad \text { and } \quad x y_{n} \rightarrow x y
\]"
1,1.24,Theorem,4,functional/1.24 Theorem_1_4.jpg, $f(x)=\inf \{r: x \in A(r)\} \quad(x \in X)$
13,13.19,Theorem,5,functional/13.19 Theorem_13_5.jpg,"
\[
(T+i I)(T-i I)=I+T^{2}=(T-i I)(T+i I)
\]"
13,13.38,Theorem,4,functional/13.38 Theorem_13_4.jpg,"
\[
e^{t A}=\int_{\sigma(A)} e^{t \lambda} d E^{A}(\lambda) \quad(0 \leq t<\infty)
\]"
13,13.32,Theorem,16,functional/13.32 Theorem_13_16.jpg,"$\mathscr{D}(M)=\left\{x \in H: \int|\lambda|^{2} d E_{x, x}(\lambda)<\infty\right\}$."
6,6.30,Theorem,1,functional/6.30 Theorem_6_1.jpg,"
\[
\tau_{x}\left(\left(D^{\alpha} \phi\right)^{\vee}\right)=(-1)^{|\alpha|} D^{\alpha}\left(\tau_{x} \varnothing\right)
\]"
12,12.40,Theorem,15,functional/12.40 Theorem_12_15.jpg,"
\[
\|u\|^{2}=F\left(u^{*} u\right)=\left\|T(u) e^{\prime}\right\|^{2} \leq\|T(u)\|^{2}
\]"
7,7.6,Lemma,2,functional/7.6 Lemma_7_2.jpg,"
\[
\phi_{n}=\int_{R^{n}} \hat{\phi}_{n} d m_{n} .
\]"
